gross,genres,month
95328937,Comedy,5
95328937,Drama,5
95328937,Romance,5
50802661,Adventure,3
50802661,Animation,3
50802661,Comedy,3
50802661,Family,3
50802661,Romance,3
161317423,Adventure,6
161317423,Animation,6
161317423,Comedy,6
161317423,Family,6
201148159,Drama,2
201148159,Drama,2
201148159,Family,2
201148159,Family,2
201148159,Fantasy,2
201148159,Fantasy,2
201148159,Romance,2
201148159,Romance,2
43982842,Drama,11
43982842,Drama,11
43982842,Fantasy,11
43982842,Fantasy,11
43982842,Thriller,11
43982842,Thriller,11
380838870,Adventure,5
380838870,Animation,5
380838870,Comedy,5
380838870,Family,5
377019252,Action,12
377019252,Adventure,12
377019252,Drama,12
377019252,Fantasy,12
340478898,Action,12
340478898,Adventure,12
340478898,Drama,12
340478898,Fantasy,12
17176900,Action,12
17176900,Adventure,12
17176900,Fantasy,12
131144183,Action,6
131144183,Adventure,6
131144183,Fantasy,6
131144183,Thriller,6
23014504,Drama,4
23014504,Mystery,4
23014504,Romance,4
23014504,Sci-Fi,4
23014504,Thriller,4
181166115,Action,7
181166115,Adventure,7
181166115,Sci-Fi,7
181166115,Thriller,7
176740650,Action,7
176740650,Drama,7
176740650,Sci-Fi,7
176740650,Thriller,7
71148699,Adventure,1
71148699,Family,1
71148699,Fantasy,1
67344392,Action,2
67344392,Thriller,2
22406362,Drama,3
22406362,Drama,3
22406362,History,3
22406362,History,3
22406362,War,3
22406362,War,3
22406362,Western,3
22406362,Western,3
261437578,Action,10
261437578,Adventure,10
261437578,Animation,10
261437578,Family,10
11000000,Action,12
11000000,Adventure,12
11000000,Comedy,12
88761720,Adventure,2
88761720,Family,2
88761720,Fantasy,2
250147615,Adventure,6
250147615,Comedy,6
250147615,Family,6
250147615,Mystery,6
250147615,Sci-Fi,6
245823397,Adventure,11
245823397,Animation,11
245823397,Comedy,11
245823397,Family,11
245823397,Fantasy,11
81557479,Action,10
81557479,Thriller,10
226138454,Action,7
226138454,Comedy,7
226138454,Crime,7
226138454,Thriller,7
155370362,Drama,7
155370362,Fantasy,7
155370362,Horror,7
155370362,Mystery,7
155370362,Thriller,7
124870275,Animation,9
124870275,Comedy,9
124870275,Family,9
124870275,Sci-Fi,9
196573705,Action,6
196573705,Adventure,6
196573705,Animation,6
196573705,Comedy,6
196573705,Family,6
58229120,Adventure,10
58229120,Comedy,10
58229120,Drama,10
58229120,Fantasy,10
58229120,Romance,10
125305545,Action,10
125305545,Adventure,10
125305545,Comedy,10
125305545,Crime,10
125305545,Thriller,10
132373442,Crime,9
132373442,Drama,9
132373442,Thriller,9
120618403,Adventure,6
120618403,Animation,6
120618403,Family,6
120618403,Fantasy,6
120618403,Musical,6
120618403,War,6
110416702,Action,8
110416702,Comedy,8
102515793,Crime,12
102515793,Drama,12
102515793,Mystery,12
102515793,Thriller,12
100012500,Action,5
100012500,Adventure,5
100012500,Thriller,5
209019489,Action,12
209019489,Adventure,12
209019489,Crime,12
209019489,Mystery,12
209019489,Thriller,12
84037039,Action,6
84037039,Adventure,6
84037039,Animation,6
84037039,Family,6
84037039,Fantasy,6
84037039,Sci-Fi,6
85884815,Adventure,12
85884815,Animation,12
85884815,Comedy,12
85884815,Family,12
85884815,Fantasy,12
85884815,Music,12
83077470,Drama,12
83077470,History,12
83077470,Thriller,12
83077470,War,12
100018837,Action,6
100018837,Comedy,6
78747585,Action,4
78747585,Animation,4
78747585,Comedy,4
78747585,Sci-Fi,4
78616689,Adventure,6
78616689,Drama,6
78616689,Sci-Fi,6
75817994,Comedy,11
75817994,Family,11
75817994,Fantasy,11
75817994,Horror,11
75817994,Mystery,11
100853835,Drama,7
100853835,Mystery,7
100853835,Sci-Fi,7
100853835,Thriller,7
73209340,Action,8
73209340,Horror,8
73209340,Sci-Fi,8
73209340,Thriller,8
72515360,Crime,4
72515360,Mystery,4
72515360,Thriller,4
68558662,Adventure,8
68558662,Family,8
68558662,Fantasy,8
65653758,Action,7
65653758,Adventure,7
65653758,Fantasy,7
64685359,Action,6
64685359,Adventure,6
64685359,Comedy,6
64685359,Crime,6
64685359,Mystery,6
64685359,Thriller,6
61355436,Action,4
61355436,Adventure,4
61355436,Romance,4
61355436,Sci-Fi,4
61355436,Thriller,4
26871,Action,11
26871,Crime,11
26871,Thriller,11
60874615,Adventure,3
60874615,Sci-Fi,3
60874615,Thriller,3
143618384,Adventure,3
143618384,Animation,3
143618384,Comedy,3
143618384,Family,3
143618384,Musical,3
58220776,Comedy,12
58220776,Drama,12
58220776,Sci-Fi,12
47474112,Action,4
47474112,Drama,4
47474112,Sci-Fi,4
47474112,Thriller,4
42877165,Action,3
42877165,Crime,3
42877165,Drama,3
42877165,Thriller,3
35168677,Drama,7
35168677,History,7
35168677,Thriller,7
35168677,War,7
56114221,Action,8
56114221,Action,8
56114221,Adventure,8
56114221,Adventure,8
56114221,Sci-Fi,8
56114221,Sci-Fi,8
37567440,Adventure,4
37567440,Adventure,4
37567440,Fantasy,4
37567440,Fantasy,4
61644321,Biography,5
61644321,Drama,5
61644321,Sport,5
190562,Action,11
190562,Family,11
190562,Fantasy,11
190562,Musical,11
120147445,Drama,7
120147445,History,7
120147445,Sport,7
241688385,Action,5
241688385,Adventure,5
241688385,Drama,5
241688385,Thriller,5
144512310,Action,6
144512310,Action,6
144512310,Action,6
144512310,Crime,6
144512310,Crime,6
144512310,Crime,6
144512310,Thriller,6
144512310,Thriller,6
144512310,Thriller,6
233630478,Adventure,12
233630478,Drama,12
233630478,Romance,12
197992827,Animation,11
197992827,Comedy,11
197992827,Family,11
197992827,Music,11
197992827,Romance,11
176049130,Action,7
176049130,Mystery,7
176049130,Thriller,7
172620724,Action,7
172620724,Adventure,7
172620724,Drama,7
172620724,Thriller,7
183405771,Crime,12
183405771,Thriller,12
20315324,Action,9
20315324,Adventure,9
20315324,Romance,9
148313048,Animation,9
148313048,Comedy,9
148313048,Family,9
148313048,Fantasy,9
127706877,Animation,10
127706877,Comedy,10
127706877,Family,10
127706877,Fantasy,10
127706877,Musical,10
127706877,Romance,10
126149655,Action,2
126149655,Crime,2
126149655,Mystery,2
126149655,Thriller,2
66941559,Adventure,11
66941559,Comedy,11
66941559,Family,11
78009155,Action,10
78009155,Comedy,10
78009155,Crime,10
63224849,Comedy,11
63224849,Romance,11
111544445,Action,NA
111544445,Crime,NA
111544445,Drama,NA
111544445,Mystery,NA
111544445,Thriller,NA
112703470,Comedy,12
112703470,Drama,12
112703470,Romance,12
117144465,Crime,5
117144465,Thriller,5
84303558,Adventure,9
84303558,Animation,9
84303558,Comedy,9
84303558,Family,9
150832203,Adventure,3
150832203,Mystery,3
150832203,Sci-Fi,3
51396781,Drama,2
51396781,History,2
51396781,War,2
47592825,Action,9
47592825,Adventure,9
47592825,Comedy,9
47592825,Thriller,9
50016394,Action,6
50016394,Adventure,6
50016394,Comedy,6
50016394,Fantasy,6
57010853,Drama,11
57010853,Romance,11
62494975,Action,6
62494975,Crime,6
62494975,Thriller,6
46440491,Adventure,11
46440491,Animation,11
46440491,Comedy,11
46440491,Family,11
46440491,Fantasy,11
44606335,Drama,11
44606335,Fantasy,11
44606335,Romance,11
40048332,Action,2
40048332,Drama,2
40048332,Thriller,2
64933670,Adventure,3
64933670,Comedy,3
64933670,Drama,3
64933670,Family,3
64933670,Fantasy,3
31494270,Action,7
31494270,Comedy,7
31494270,Fantasy,7
31494270,Romance,7
31111260,Action,3
31111260,Adventure,3
31111260,Sci-Fi,3
31111260,Thriller,3
123307945,Comedy,7
123307945,Romance,7
123307945,Sci-Fi,7
153288182,Adventure,6
153288182,Comedy,6
153288182,Mystery,6
13401683,Action,7
13401683,Action,7
13401683,Sci-Fi,7
13401683,Sci-Fi,7
137340146,Comedy,6
137340146,Drama,6
137340146,Fantasy,6
137340146,Romance,6
43575716,Action,7
43575716,Comedy,7
43575716,Family,7
43575716,Fantasy,7
80170146,Action,2
80170146,Adventure,2
80170146,Sci-Fi,2
80170146,Thriller,2
75754670,Action,6
75754670,Adventure,6
75754670,Fantasy,6
75754670,Horror,6
75754670,Sci-Fi,6
33048353,Crime,2
33048353,Drama,2
33048353,History,2
33048353,Mystery,2
33048353,Thriller,2
34543701,Action,10
34543701,Mystery,10
34543701,Sci-Fi,10
34543701,Thriller,10
242589580,Comedy,5
242589580,Drama,5
102981571,Action,8
102981571,Adventure,8
102981571,Thriller,8
180965237,Action,5
180965237,Adventure,5
180965237,Thriller,5
407999255,Adventure,3
407999255,Drama,3
407999255,Sci-Fi,3
407999255,Thriller,3
254455986,Comedy,5
162831698,Action,6
155019340,Adventure,4
155019340,Animation,4
155019340,Comedy,4
155019340,Family,4
145771527,Adventure,6
145771527,Animation,6
145771527,Comedy,6
145771527,Drama,6
145771527,Family,6
145771527,Fantasy,6
145771527,Sci-Fi,6
82506325,Comedy,12
82506325,Family,12
82506325,Fantasy,12
140459099,Action,5
140459099,Drama,5
140459099,Romance,5
140459099,Sci-Fi,5
140459099,Thriller,5
53215979,Action,7
53215979,Comedy,7
53215979,Crime,7
53215979,Thriller,7
158115031,Comedy,5
158115031,Crime,5
158115031,Sport,5
133103929,Adventure,12
133103929,Animation,12
133103929,Comedy,12
133103929,Family,12
133103929,Fantasy,12
133103929,Music,12
133668525,Comedy,7
130313314,Action,6
130313314,Adventure,6
130313314,Comedy,6
124590960,Comedy,12
124590960,Drama,12
124590960,Romance,12
127968405,Mystery,2
127968405,Thriller,2
120136047,Comedy,11
120136047,Drama,11
120136047,Romance,11
128200012,Adventure,3
128200012,Animation,3
128200012,Comedy,3
128200012,Family,3
128200012,Sci-Fi,3
112225777,Action,6
112225777,Crime,6
112225777,Sci-Fi,6
112225777,Thriller,6
109993847,Comedy,12
109993847,Family,12
109993847,Fantasy,12
109993847,Romance,12
104054514,Crime,7
104054514,Drama,7
104054514,Thriller,7
103028109,Comedy,2
103028109,Romance,2
101087161,Action,6
101087161,Crime,6
101087161,Thriller,6
101111837,Action,9
101111837,Mystery,9
101111837,Thriller,9
95632614,Adventure,12
95632614,Drama,12
95632614,History,12
95632614,Romance,12
95632614,War,12
94822707,Action,1
94822707,Adventure,1
94822707,Drama,1
94822707,Thriller,1
92969824,Comedy,11
92969824,Family,11
92969824,Sci-Fi,11
91188905,Fantasy,7
91188905,Horror,7
91188905,Mystery,7
91188905,Thriller,7
90443603,Adventure,11
90443603,Animation,11
90443603,Comedy,11
90443603,Family,11
90443603,Fantasy,11
90443603,Sci-Fi,11
90443603,Sport,11
82226474,Adventure,1
82226474,Comedy,1
82226474,Crime,1
82226474,Family,1
82226474,Mystery,1
79363785,Drama,12
79363785,Drama,12
79363785,Sci-Fi,12
79363785,Sci-Fi,12
79363785,Thriller,12
79363785,Thriller,12
76081498,Action,8
76081498,Crime,8
76081498,Mystery,8
76081498,Romance,8
76081498,Thriller,8
85707116,Action,10
85707116,Drama,10
85707116,War,10
74329966,Action,6
74329966,Adventure,6
74329966,Comedy,6
74329966,Romance,6
100169068,Adventure,12
100169068,Animation,12
100169068,Comedy,12
100169068,Family,12
73215310,Adventure,5
73215310,Animation,5
73215310,Family,5
73215310,Western,5
80360866,Comedy,7
80360866,Family,7
80360866,Romance,7
69102910,Action,4
69102910,Adventure,4
69102910,Family,4
69102910,Sci-Fi,4
69102910,Thriller,4
65948711,Drama,7
65948711,Mystery,7
65948711,Sci-Fi,7
65948711,Thriller,7
821997,Drama,10
821997,Romance,10
169692572,Animation,9
169692572,Comedy,9
169692572,Family,9
169692572,Fantasy,9
60507228,Animation,12
60507228,Family,12
60507228,Fantasy,12
60507228,Music,12
56684819,Action,3
56684819,Adventure,3
56684819,Sci-Fi,3
50628009,Action,12
50628009,Adventure,12
50628009,Family,12
50628009,Fantasy,12
50628009,Thriller,12
69772969,Action,5
69772969,Crime,5
69772969,Thriller,5
45356386,Action,10
45356386,Adventure,10
45356386,Western,10
55350897,Drama,9
55350897,Fantasy,9
55350897,Romance,9
39442871,Comedy,11
39442871,Fantasy,11
37899638,Action,8
37899638,Adventure,8
37899638,Comedy,8
37899638,Fantasy,8
37899638,Thriller,8
37754208,Action,12
37754208,Comedy,12
37754208,Sci-Fi,12
27779888,Action,9
27779888,Adventure,9
27779888,Drama,9
27779888,Thriller,9
38542418,Action,9
38542418,Sci-Fi,9
38542418,Thriller,9
34566746,Drama,12
34566746,History,12
34566746,Thriller,12
32885565,Action,12
32885565,Adventure,12
32885565,Drama,12
32885565,Thriller,12
36073232,Adventure,12
36073232,Animation,12
36073232,Family,12
21471685,Action,5
21471685,Adventure,5
21471685,Sci-Fi,5
20950820,Adventure,11
20950820,Animation,11
20950820,Comedy,11
20950820,Family,11
20950820,Fantasy,11
20950820,Sci-Fi,11
19673424,Drama,12
19673424,Musical,12
19673424,Romance,12
19480739,Action,11
19480739,Adventure,11
19480739,Sci-Fi,11
17593391,Action,12
17593391,Adventure,12
17593391,Drama,12
17593391,Sci-Fi,12
18318000,Adventure,11
18318000,Comedy,11
18318000,Drama,11
18318000,Family,11
18318000,Fantasy,11
27356090,Action,10
27356090,Adventure,10
27356090,Fantasy,10
17473245,Action,11
17473245,Sci-Fi,11
17473245,Thriller,11
15131330,Adventure,11
15131330,Animation,11
15131330,Family,11
15131330,Fantasy,11
19406406,Documentary,10
19406406,Drama,10
1891821,Action,8
1891821,Adventure,8
1891821,Horror,8
1891821,Sci-Fi,8
1891821,Thriller,8
23219748,Action,2
23219748,Adventure,2
23219748,Drama,2
23219748,History,2
23219748,Romance,2
170708996,Biography,12
170708996,Drama,12
422783777,Adventure,6
422783777,Animation,6
422783777,Drama,6
422783777,Family,6
422783777,Musical,6
103812241,Action,1
103812241,Adventure,1
103812241,Comedy,1
103812241,Family,1
103812241,Fantasy,1
103812241,Sci-Fi,1
119793567,Animation,9
119793567,Comedy,9
119793567,Family,9
119793567,Fantasy,9
119793567,Sci-Fi,9
92930005,Crime,9
92930005,Drama,9
92930005,Thriller,9
67286731,Action,2
67286731,Adventure,2
67286731,Western,2
74158157,Comedy,11
127083765,Action,6
127083765,Crime,6
127083765,Thriller,6
1339152,Adventure,5
1339152,Animation,5
1339152,Drama,5
1339152,Family,5
1339152,Fantasy,5
15071514,Sci-Fi,8
15071514,Thriller,8
26000610,Adventure,6
26000610,Animation,6
26000610,Comedy,6
26000610,Family,6
26000610,Fantasy,6
323505540,Animation,6
323505540,Comedy,6
323505540,Family,6
66462600,Action,7
66462600,Adventure,7
66462600,Fantasy,7
66462600,Sci-Fi,7
368049635,Animation,6
368049635,Comedy,6
368049635,Family,6
368049635,Sci-Fi,6
306124059,Action,6
306124059,Adventure,6
306124059,Sci-Fi,6
229074524,Action,5
229074524,Adventure,5
229074524,Sci-Fi,5
193136719,Adventure,5
193136719,Animation,5
193136719,Comedy,5
193136719,Family,5
35286428,Drama,9
35286428,Sci-Fi,9
35286428,Thriller,9
157299717,Action,7
157299717,Adventure,7
157299717,Sci-Fi,7
134568845,Action,6
134568845,Crime,6
134568845,Fantasy,6
134568845,Thriller,6
134006721,Action,6
134006721,Adventure,6
134006721,Thriller,6
195329763,Action,3
195329763,Adventure,3
195329763,Animation,3
195329763,Comedy,3
195329763,Family,3
195329763,Fantasy,3
120776832,Comedy,2
120776832,Romance,2
118823091,Comedy,7
118823091,Drama,7
118823091,Family,7
118823091,Music,7
118823091,Musical,7
118823091,Romance,7
41814863,Horror,8
41814863,Mystery,8
41814863,Thriller,8
97360069,Action,7
97360069,Adventure,7
97360069,Comedy,7
97360069,Family,7
97360069,Sci-Fi,7
117698894,Crime,5
117698894,Mystery,5
117698894,Thriller,5
162001186,Comedy,6
77032279,Comedy,6
77032279,Drama,6
73023275,Comedy,1
73023275,Family,1
68473360,Action,12
68473360,Adventure,12
68473360,Drama,12
68473360,Thriller,12
66636385,Biography,12
66636385,Comedy,12
66636385,Drama,12
66636385,History,12
160762022,Adventure,9
160762022,Animation,9
160762022,Comedy,9
160762022,Family,9
103338338,Drama,5
103338338,Music,5
103338338,Musical,5
55808744,Comedy,3
55808744,Crime,3
55808744,Music,3
47379090,Drama,12
47379090,History,12
47379090,Thriller,12
43426961,Action,3
43426961,Drama,3
43426961,Thriller,3
43426961,War,3
47000485,Action,6
47000485,Comedy,6
47000485,Romance,6
47000485,Thriller,6
45434443,Action,8
45434443,Adventure,8
45434443,Comedy,8
42044321,Comedy,12
42044321,Drama,12
42044321,Romance,12
73661010,Animation,6
73661010,Comedy,6
73661010,Family,6
73661010,Fantasy,6
73661010,Mystery,6
41523271,Comedy,10
41523271,Crime,10
41523271,Drama,10
41523271,Romance,10
37600435,Action,7
37600435,Adventure,7
37600435,Romance,7
37600435,Thriller,7
39251128,Drama,NA
39251128,History,NA
39251128,Romance,NA
83503161,Action,11
83503161,Drama,11
83503161,Fantasy,11
83503161,Romance,11
34636443,Action,3
34636443,Crime,3
34636443,Drama,3
34636443,Mystery,3
34636443,Thriller,3
22751979,Action,6
22751979,Adventure,6
22751979,Animation,6
22751979,Family,6
22751979,Sci-Fi,6
30013346,Action,6
30013346,Comedy,6
30013346,Crime,6
30013346,Thriller,6
14567883,Action,10
14567883,Drama,10
14567883,Sci-Fi,10
90820,Drama,8
90820,Horror,8
90820,Sci-Fi,8
90820,Thriller,8
5409517,Animation,2
5409517,Comedy,2
5409517,Fantasy,2
21009180,Action,12
21009180,Adventure,12
21009180,Drama,12
21009180,Thriller,12
94999143,Drama,11
94999143,Mystery,11
94999143,Sci-Fi,11
94999143,Thriller,11
336029560,Action,6
336029560,Animation,6
336029560,Comedy,6
336029560,Family,6
336029560,Sci-Fi,6
36381716,Action,3
36381716,Fantasy,3
55585389,Crime,7
55585389,Mystery,7
55585389,Thriller,7
36976367,Drama,2
36976367,Mystery,2
36976367,Sci-Fi,2
36976367,Thriller,2
107225164,Action,5
107225164,Animation,5
107225164,Comedy,5
107225164,Family,5
70224196,Action,2
70224196,Adventure,2
70224196,Comedy,2
70224196,Romance,2
70224196,Thriller,2
51814190,Comedy,7
51814190,Drama,7
47456450,Action,8
47456450,Drama,8
47456450,Thriller,8
148213377,Action,7
148213377,Comedy,7
148213377,Sport,7
112950721,Comedy,6
112950721,Family,6
112950721,Fantasy,6
75600000,Biography,5
75600000,Drama,5
75600000,History,5
75600000,War,5
62647540,Action,10
62647540,Drama,10
62647540,War,10
183132370,Adventure,7
183132370,Animation,7
183132370,Comedy,7
27796042,Drama,12
27796042,Romance,12
32616869,Action,3
32616869,Drama,3
32616869,Sport,3
18947630,Adventure,4
18947630,Drama,4
18947630,Family,4
114195633,Drama,7
114195633,Mystery,7
114195633,Romance,7
114195633,Thriller,7
144156464,Comedy,6
144156464,Family,6
144156464,Fantasy,6
227965690,Drama,7
227965690,Sci-Fi,7
227965690,Thriller,7
436471036,Adventure,5
436471036,Animation,5
436471036,Comedy,5
436471036,Family,5
436471036,Fantasy,5
436471036,Romance,5
244052771,Adventure,3
244052771,Animation,3
244052771,Comedy,3
244052771,Family,3
244052771,Sport,3
152149590,Comedy,7
152149590,Romance,7
141204016,Action,8
141204016,Adventure,8
141204016,Thriller,8
162495848,Adventure,1
162495848,Animation,1
162495848,Comedy,1
162495848,Family,1
162495848,Fantasy,1
136448821,Crime,11
136448821,Thriller,11
120523073,Adventure,5
120523073,Drama,5
120523073,War,5
119654900,Adventure,12
119654900,Comedy,12
119654900,Family,12
119654900,Fantasy,12
72660029,Action,7
72660029,Action,7
72660029,Adventure,7
72660029,Adventure,7
117541000,Action,7
117541000,Thriller,7
116643346,Action,8
116643346,Adventure,8
116643346,Crime,8
116643346,Thriller,8
100614858,Fantasy,12
100614858,Mystery,12
100614858,Romance,12
100614858,Sci-Fi,12
100614858,Thriller,12
42272747,Drama,7
42272747,Fantasy,7
42272747,Mystery,7
42272747,Thriller,7
80281096,Action,8
80281096,Horror,8
80281096,Sci-Fi,8
80281096,Thriller,8
219613391,Animation,12
219613391,Comedy,12
219613391,Family,12
219613391,Fantasy,12
219613391,Music,12
78120196,Action,2
78120196,Drama,2
78120196,History,2
78120196,War,2
98895417,Action,3
98895417,Thriller,3
70117571,Action,12
70117571,Adventure,12
70117571,Sci-Fi,12
70117571,Thriller,12
83552429,Action,3
83552429,Sci-Fi,3
66257002,Adventure,12
66257002,Drama,12
66257002,Fantasy,12
65012000,Drama,6
65012000,Horror,6
